rnti,id,frame,slot,pci,timestamp,dlBytes,dlMcs,dlBler,ulBytes,ulMcs,ulBler,ri,pmi,phr,pcmax,rsrq,sinr,rsrp,rssi,cqi,pucchSnr,puschSnr
cc84,12345678,754,8,0,1690288937018,184638,12,0.018174,89996,14,0.010942,2,"(0,1)",52,22,-10.5,23.5,-84,90.7,15,19,27
cc84,12345678,854,8,0,1690288938018,221617,11,0.006337,98156,13,0.004239,2,"(0,1)",52,22,-10.5,23.5,-83,95.5,15,19,27.5
cc84,12345678,954,8,0,1690288939018,250420,10,0.00221,111574,10,0.001642,2,"(0,1)",44,22,-10.5,23.5,-83,89,15,19,31
cc84,12345678,30,8,0,1690288940018,309024,14,0.00077,126907,12,0.00897,2,"(0,0)",38,22,-10.5,23.5,-84,106,15,28,46
cc84,12345678,130,8,0,1690288941018,364304,16,0.000269,132580,13,0.003861,2,"(0,1)",54,22,-10.5,23.5,-83,94.4,15,21,34.5
cc84,12345678,230,8,0,1690288942018,375792,9,9.4e-05,134719,9,0.001847,2,"(0,1)",53,22,-10.5,23.5,-79,86,15,20,29.5
cc84,12345678,330,8,0,1690288943018,389744,9,3.3e-05,137069,9,0.000883,2,"(0,1)",52,22,-10.5,23.5,-79,90.7,15,21,31
cc84,12345678,430,8,0,1690288944018,463970,10,1.1e-05,148254,10,0.00038,2,"(0,1)",51,22,-10.5,23.5,-79,92,15,19,31.5
cc84,12345678,530,8,0,1690288945018,12473192,20,4e-06,238201,18,0.000147,2,"(0,1)",60,22,-10.5,23.5,-79,92,15,20,33.5
cc84,12345678,630,8,0,1690288946018,36699035,27,1e-06,394200,23,0.143762,2,"(0,1)",57,19,-10.5,23.5,-79,97.1,15,21,37
cc84,12345678,730,8,0,1690288947018,63799161,27,0,705948,19,0.107258,2,"(0,1)",65,22,-10.5,23.5,-79,92.9,15,21,34
cc84,12345678,830,8,0,1690288948018,91088377,27,0.000365,1059088,21,0.041554,2,"(0,1)",58,22,-10.5,23.5,-79,83.1,15,20,22
cc84,12345678,930,8,0,1690288949018,118228467,27,0.000127,1355786,22,0.071558,2,"(0,1)",60,19,-10.5,23.5,-79,90.7,15,20,32
cc84,12345678,6,8,0,1690288950018,145352679,27,0.000553,1689430,22,0.145055,2,"(0,1)",59,19,-10.5,23.5,-79,92.9,15,20,33
cc84,12345678,106,8,0,1690288951018,172526593,27,0.000193,2113177,18,0.112488,2,"(0,1)",59,22,-10.5,23.5,-79,90.7,15,21,31.5
cc84,12345678,206,8,0,1690288952018,199499125,27,6.7e-05,2478056,20,0.053508,2,"(0,1)",61,19,-10.5,23.5,-79,92,15,20,31
cc84,12345678,306,8,0,1690288953018,226282754,27,2.3e-05,2831020,20,0.10706,2,"(0,1)",48,19,-10.5,23.5,-79,93.7,15,21,34
cc84,12345678,406,8,0,1690288954018,250763215,27,8e-06,3155891,20,0.083399,2,"(0,1)",60,19,-10.5,23.5,-79,90.7,15,20,30.5
cc84,12345678,506,8,0,1690288955018,275295736,27,3e-06,3556265,20,0.090814,2,"(0,1)",58,19,-10.5,23.5,-79,92.9,15,20,33.5
cc84,12345678,606,8,0,1690288956018,278452854,20,1e-06,3666639,13,0.038869,2,"(0,1)",54,22,-10.5,23.5,-79,89,15,21,29
cc84,12345678,706,8,0,1690288957018,278461299,10,0,3668448,9,0.016732,2,"(0,1)",54,22,-10.5,23.5,-79,89,15,20,28.5
cc84,12345678,806,7,0,1690288958018,278576601,14,0,5774513,15,0.005834,2,"(0,1)",55,22,-10.5,23.5,-79,89,15,16,30.5
cc84,12345678,906,7,0,1690288959018,279013431,24,0,13123785,23,0.123669,2,"(0,1)",61,19,-10.5,23.5,-79,89,15,17,30.5
cc84,12345678,1006,7,0,1690288960018,279614849,27,0,21056727,20,0.115828,2,"(0,1)",57,19,-10.5,23.5,-79,89,15,22,30.5
cc84,12345678,82,7,0,1690288961018,280284412,27,0,29432451,20,0.059516,2,"(0,1)",57,19,-10.5,23.5,-79,89,15,20,30
cc84,12345678,182,7,0,1690288962018,280916190,27,0,37775227,21,0.070162,2,"(0,1)",57,19,-10.5,23.5,-79,89,15,20,30.5
cc84,12345678,282,7,0,1690288963018,281530549,27,0,46049014,21,0.073205,2,"(0,1)",57,19,-10.5,23.5,-79,89,15,21,30
cc84,12345678,382,7,0,1690288964018,282210566,27,0,54479726,21,0.05186,2,"(0,1)",57,19,-10.5,23.5,-79,89,15,21,29.5
cc84,12345678,482,7,0,1690288965018,282832273,27,0,62756589,21,0.062985,2,"(0,1)",59,19,-10.5,23.5,-79,89,15,18,28
cc84,12345678,582,7,0,1690288966018,283404009,27,0.00445,69570848,16,0.148406,2,"(0,1)",56,22,-10.5,23.5,-85,86,15,20,30
cc84,12345678,682,7,0,1690288967018,284066092,27,0.002376,76199732,16,0.060284,2,"(0,1)",54,22,-10.5,23.5,-86,89,15,19,31.5
cc84,12345678,782,7,0,1690288968018,284662715,27,0.000829,82446662,17,0.263106,2,"(0,1)",54,22,-10.5,23.5,-86,90.7,15,21,32.5
cc84,12345678,882,7,0,1690288969018,285321683,27,0.000289,87822198,12,0.097004,2,"(0,0)",51,22,-10.5,23.5,-88,86,15,20,28
cc84,12345678,982,7,0,1690288970018,285999151,27,0.001796,92996990,16,0.036455,2,"(0,0)",55,22,-10.5,23.5,-88,89,15,23,30.5
cc84,12345678,58,7,0,1690288971018,286607569,27,0.000626,99365790,17,0.108856,2,"(0,1)",56,22,-10.5,23.5,-86,89,15,17,30.5
cc84,12345678,158,7,0,1690288972018,287288366,27,0.003182,106361140,17,0.051209,2,"(0,1)",55,22,-10.5,23.5,-87,89,15,19,30.5
cc84,12345678,258,8,0,1690288973018,287750579,26,0.00111,110792095,19,0.06027,2,"(0,1)",50,22,-10.5,23.5,-85,86,15,19,30
cc84,12345678,358,8,0,1690288974018,287876253,27,0.000387,110804808,17,0.02335,2,"(0,1)",52,22,-10.5,23.5,-85,86,15,20,28.5
cc84,12345678,458,8,0,1690288975018,287963252,26,0.000135,110830058,18,0.010051,2,"(0,1)",52,22,-10.5,23.5,-85,86,15,21,27.5
cc84,12345678,558,8,0,1690288976018,287984409,17,4.7e-05,110834082,10,0.003505,2,"(0,1)",50,22,-10.5,23.5,-86,89,15,21,30
cc84,12345678,658,8,0,1690288977018,287990314,9,1.6e-05,110836055,9,0.001358,2,"(0,1)",50,22,-10.5,23.5,-87,89,15,23,29
cc84,12345678,758,8,0,1690288978018,287995089,9,6e-06,110838141,9,0.000473,2,"(0,1)",50,22,-10.5,23.5,-86,100.6,15,22,28
cc84,12345678,858,8,0,1690288979018,287999427,9,2e-06,110840259,9,0.000165,2,"(0,1)",50,22,-10.5,23.5,-87,90.7,15,23,32
cc84,12345678,958,8,0,1690288980018,288004170,9,1e-06,110842345,9,5.8e-05,2,"(0,1)",50,22,-10.5,23.5,-87,99.9,15,22,27.5
cc84,12345678,34,8,0,1690288981018,288015305,9,0,110859157,9,2.2e-05,2,"(0,1)",50,22,-10.5,23.5,-86,90.7,15,24,32.5
cc84,12345678,134,8,0,1690288982018,288020080,9,0,110861050,9,9e-06,2,"(0,1)",46,22,-10.5,23.5,-87,92,15,17,33
cc84,12345678,234,8,0,1690288983018,288024855,9,0,110863152,9,3e-06,2,"(0,1)",46,22,-10.5,23.5,-86,97.4,15,21,31
cc84,12345678,334,8,0,1690288984018,288030035,9,0,110865380,9,1e-06,2,"(0,1)",50,22,-10.5,23.5,-86,90.7,15,19,31.5
cc84,12345678,434,8,0,1690288985018,288034810,9,0,110867562,9,0,2,"(0,1)",46,22,-10.5,23.5,-86,97.1,15,16,31.5
cc84,12345678,534,8,0,1690288986018,288040928,9,0,110869739,9,0,2,"(0,1)",50,22,-10.5,23.5,-85,92,15,22,32
cc84,12345678,634,8,0,1690288987018,288045266,9,0,110871749,9,0,2,"(0,1)",52,22,-10.5,23.5,-85,89,15,20,28.5
cc84,12345678,734,8,0,1690288988018,288050009,9,0,110873658,9,0,2,"(0,1)",50,22,-10.5,23.5,-84,92.9,15,22,32.5
cc84,12345678,834,8,0,1690288989018,288085591,10,0,110889399,9,0.081,2,"(0,1)",46,22,-10.5,23.5,-87,96,15,24,35
cc84,12345678,934,8,0,1690288990018,288104242,9,0,110902071,9,0.031381,2,"(0,1)",54,22,-10.5,23.5,-85,92,15,22,32.5
cc84,12345678,10,8,0,1690288991018,288158249,10,0,110923397,10,0.012158,2,"(0,1)",56,22,-10.5,23.5,-88,84,15,22,25
cc84,12345678,110,8,0,1690288992018,288218810,10,0,110940334,12,0.005233,2,"(0,1)",52,22,-10.5,23.5,-88,86,15,17,28
cc84,12345678,210,8,0,1690288993018,288442387,17,0,110982827,14,0.002781,2,"(0,1)",55,22,-10.5,23.5,-85,97.7,15,22,27
cc84,12345678,310,8,0,1690288994018,288475662,13,0,110992243,12,0.001078,2,"(0,1)",54,22,-10.5,23.5,-85,86,15,21,29
cc84,12345678,329,4,0,1690288995018,288476694,11,0,110992636,12,0.00097,2,"(0,1)",52,22,-10.5,23.5,-85,89,15,20,31.5
9771,12345678,763,7,0,1690289143867,246,9,0.1,214,9,0.1,1,"(0,0)",41,22,missing,missing,-141,86,15,34,27
9771,12345678,863,7,0,1690289144867,5153,9,0.038742,4045,9,0.05242,1,"(0,0)",56,22,-10.5,23.5,-87,93.7,15,43,34
9771,12345678,963,7,0,1690289145867,89951,15,0.013509,33088,13,0.020308,1,"(0,0)",56,22,-10.5,23.5,-78,86,15,19,28.5
9771,12345678,39,7,0,1690289146867,144707,19,0.00471,58181,13,0.008742,1,"(0,0)",48,22,-10.5,23.5,-83,92,15,22,32
9771,12345678,139,7,0,1690289147867,185520,17,0.001642,81850,13,0.003387,1,"(0,0)",52,22,-10.5,23.5,-86,90.7,15,21,31
9771,12345678,239,7,0,1690289148867,258973,19,0.000573,98627,16,0.001458,1,"(0,0)",52,22,-10.5,23.5,-85,92,15,18,32
9771,12345678,339,7,0,1690289149867,320926,23,0.0002,110684,19,0.000565,1,"(0,0)",54,22,-10.5,23.5,-87,94.4,15,19,34.5
9771,12345678,439,7,0,1690289150867,381348,26,7e-05,125841,20,0.000243,1,"(0,0)",54,22,-10.5,23.5,-87,92.9,15,19,33
9771,12345678,539,7,0,1690289151867,416103,25,2.4e-05,130222,19,9.4e-05,1,"(0,0)",54,22,-10.5,23.5,-87,86,15,18,25.5
9771,12345678,639,7,0,1690289152867,10113931,27,8e-06,241792,23,0.020036,1,"(0,0)",54,19,-10.5,23.5,-87,95,15,19,34.5
9771,12345678,739,7,0,1690289153867,23811981,27,3e-06,372967,23,0.056068,1,"(0,0)",57,19,-10.5,23.5,-87,92,15,18,31.5
9771,12345678,839,7,0,1690289154867,37392467,27,1e-06,499573,24,0.122089,1,"(0,0)",53,19,-10.5,23.5,-87,92.9,15,20,33.5
9771,12345678,939,7,0,1690289155867,51082843,27,0,562117,24,0.055369,1,"(0,0)",52,22,-10.5,23.5,-88,86,15,18,29.5
9771,12345678,15,7,0,1690289156867,64772445,27,0,636293,24,0.044154,1,"(0,0)",52,22,-10.5,23.5,-87,96,15,19,36.5
9771,12345678,115,7,0,1690289157867,78395945,27,0,696894,25,0.049104,1,"(0,0)",52,22,-10.5,23.5,-87,90.7,15,18,31
9771,12345678,215,7,0,1690289158867,91984105,27,0,763894,25,0.063892,1,"(0,0)",50,22,-10.5,23.5,-88,95,15,19,34.5
9771,12345678,315,7,0,1690289159867,105509259,27,0,836156,25,0.130614,1,"(0,0)",55,19,-10.5,23.5,-88,90.7,15,22,32.5
9771,12345678,415,7,0,1690289160867,119062079,27,0,977101,20,0.161777,1,"(0,0)",60,19,-10.5,23.5,-88,86,15,17,29.5
9771,12345678,515,7,0,1690289161867,126965755,25,0,1227607,18,0.068869,1,"(0,0)",52,22,-10.5,23.5,-88,86,15,22,26.5
9771,12345678,615,7,0,1690289162867,126970426,15,0,1229773,9,0.024013,1,"(0,0)",50,22,-10.5,23.5,-88,97.7,15,21,28
9771,12345678,715,7,0,1690289163867,127207708,22,0,5535974,17,0.008373,1,"(0,0)",55,22,-10.5,23.5,-87,89,15,21,28.5
9771,12345678,815,7,0,1690289164867,127454859,27,0,11797518,19,0.190718,1,"(0,0)",59,22,-10.5,23.5,-88,89,15,19,31
9771,12345678,915,7,0,1690289165867,127844559,27,0,19023846,17,0.072044,1,"(0,0)",55,22,-10.5,23.5,-88,89,15,18,32.5
9771,12345678,1015,7,0,1690289166867,128171122,27,0,26034196,20,0.107061,1,"(0,0)",58,19,-10.5,23.5,-87,86,15,20,28.5
9771,12345678,91,7,0,1690289167867,128428047,27,0,33030640,19,0.130892,1,"(0,0)",60,22,-10.5,23.5,-88,86,15,18,28
9771,12345678,191,7,0,1690289168867,128704279,27,0,40132036,19,0.11519,1,"(0,0)",60,22,-10.5,23.5,-88,86,15,18,27.5
9771,12345678,291,7,0,1690289169867,128991844,27,0,47326656,19,0.106485,1,"(0,0)",59,22,-10.5,23.5,-88,89,15,20,29.5
9771,12345678,391,7,0,1690289170867,129313980,27,0,54913452,19,0.079616,1,"(0,0)",60,22,-10.5,23.5,-88,86,15,21,29
9771,12345678,491,7,0,1690289171867,129644907,27,0,62519102,19,0.067075,1,"(0,0)",68,22,-10.5,23.5,-88,86,15,20,28.5
9771,12345678,591,7,0,1690289172867,129964523,27,0,70048010,19,0.066253,1,"(0,0)",66,22,-10.5,23.5,-84,86,15,19,28
9771,12345678,691,7,0,1690289173867,130342666,27,0,77687796,20,0.066991,1,"(0,0)",64,19,-10.5,23.5,-83,86,15,19,28
9771,12345678,791,7,0,1690289174867,130580431,27,0,84361298,20,0.149829,1,"(0,0)",64,19,-10.5,23.5,-83,86,15,20,28.5
9771,12345678,891,7,0,1690289175867,130763769,26,0,88172602,19,0.083007,1,"(0,0)",58,22,-10.5,23.5,-83,92.9,15,19,26
9771,12345678,991,7,0,1690289176867,130789622,20,0,88205969,12,0.032159,1,"(0,0)",56,22,-10.5,23.5,-83,92,15,19,32.5
9771,12345678,67,7,0,1690289177867,130865175,22,0,88231083,15,0.012459,1,"(0,0)",56,22,-10.5,23.5,-83,95,15,19,35.5
9771,12345678,167,7,0,1690289178867,131022357,27,0,88267861,15,0.005959,1,"(0,0)",58,22,-10.5,23.5,-83,92,15,19,32.5
9771,12345678,267,7,0,1690289179867,131040101,21,0,88273118,11,0.002565,1,"(0,0)",56,22,-10.5,23.5,-83,86,15,19,27.5
9771,12345678,367,7,0,1690289180867,131049344,13,0,88276456,9,0.001104,1,"(0,0)",56,22,-10.5,23.5,-83,86,15,17,26
9771,12345678,467,7,0,1690289181867,131051835,9,0,88278349,9,0.000428,1,"(0,0)",56,22,-10.5,23.5,-82,97.7,15,17,31.5
9771,12345678,567,7,0,1690289182867,131054206,9,0,88280467,9,0.000149,1,"(0,0)",56,22,-10.5,23.5,-81,86,15,20,27.5
9771,12345678,667,7,0,1690289183867,131056360,9,0,88282553,9,5.2e-05,1,"(0,0)",56,22,-10.5,23.5,-81,97.1,15,19,29.5
9771,12345678,767,7,0,1690289184867,131058731,9,0,88284671,9,1.8e-05,1,"(0,0)",56,22,-10.5,23.5,-81,86,15,20,28
9771,12345678,867,7,0,1690289185867,131061086,9,0,88286564,9,7e-06,1,"(0,0)",54,22,-10.5,23.5,-82,86,15,20,27.5
9771,12345678,967,7,0,1690289186867,131063457,9,0,88288666,9,2e-06,1,"(0,0)",56,22,-10.5,23.5,-82,96.7,15,18,29
9771,12345678,43,7,0,1690289187867,131065828,9,0,88290768,9,1e-06,1,"(0,0)",52,22,-10.5,23.5,-81,90.7,15,21,29.5
9771,12345678,143,7,0,1690289188867,131067998,9,0,88292870,9,0,1,"(0,0)",48,22,-10.5,23.5,-84,105.3,15,25,31
9771,12345678,243,7,0,1690289189867,131070353,9,0.029525,88294779,9,0,1,"(0,0)",34,22,-10.5,23.5,-84,92.9,15,29,31
9771,12345678,343,7,0,1690289190867,131072724,9,0.010295,88296688,9,0,1,"(0,0)",50,22,-10.5,23.5,-88,92.9,15,23,32.5
9771,12345678,443,7,0,1690289191867,131075095,9,0.003589,88298774,9,0,1,"(0,0)",48,22,-10.5,23.5,-86,100.3,15,22,29
9771,12345678,543,8,0,1690289192867,131086436,9,0.001252,88308261,9,0,1,"(0,0)",50,22,-10.5,23.5,-82,97.7,15,19,29.5
9771,12345678,643,7,0,1690289193867,131088574,9,0.000436,88310154,9,0,1,"(0,0)",50,22,-10.5,23.5,-84,97.7,15,19,29.5
9771,12345678,743,7,0,1690289194867,131090945,9,0.000152,88312272,9,0,1,"(0,0)",52,22,-10.5,23.5,-84,86,15,19,25.5
9771,12345678,843,7,0,1690289195867,131093316,9,5.3e-05,88314165,9,0.1,1,"(0,0)",54,22,-10.5,23.5,-87,86,14,8,25
9771,12345678,943,7,0,1690289196867,131095687,9,1.8e-05,88316301,9,0.034868,1,"(0,0)",52,22,-10.5,23.5,-84,93.7,15,24,33
9771,12345678,19,7,0,1690289197867,131098042,9,6e-06,88318451,9,0.012158,1,"(0,0)",44,22,-10.5,23.5,-86,89,15,22,31
9771,12345678,119,7,0,1690289198867,131100196,9,2e-06,88320553,9,0.004239,1,"(0,0)",46,22,-10.5,23.5,-91,99.9,15,21,29
9771,12345678,219,7,0,1690289199867,131102567,9,1e-06,88322655,9,0.001478,1,"(0,0)",48,22,-10.5,23.5,-91,90.7,15,22,30
9771,12345678,319,7,0,1690289200867,131104938,9,0,88324564,9,0.000573,1,"(0,0)",58,22,-10.5,23.5,-85,89,15,21,30
9771,12345678,419,8,0,1690289201867,131116452,9,0,88336042,9,0.000222,1,"(0,0)",59,22,-10.5,23.5,-79,89,15,22,29.5
9771,12345678,519,7,0,1690289202867,131181903,10,0,88348078,9,8.6e-05,1,"(0,0)",50,22,-10.5,23.5,-80,92.9,15,23,32.5
9771,12345678,619,8,0,1690289203867,131184290,9,0,88350155,9,3e-05,1,"(0,0)",56,22,-10.5,23.5,-84,93.7,15,13,29.5
9771,12345678,719,7,0,1690289204867,131188666,9,0.010762,88353669,9,1.3e-05,1,"(0,0)",44,22,-10.5,23.5,-87,100.7,15,24,29
9771,12345678,819,7,0,1690289205867,131202289,9,0.003752,88358601,9,6e-06,1,"(0,0)",46,22,-10.5,23.5,-91,89,15,18,29
9771,12345678,919,7,0,1690289206867,131204660,9,0.001308,88360703,9,2e-06,1,"(0,0)",46,22,-10.5,23.5,-92,99.4,15,20,30.5
9771,12345678,1019,8,0,1690289207867,131207031,9,0.000456,88362807,9,0.05905,1,"(0,0)",46,22,-10.5,23.5,-89,86,15,16,27
9771,12345678,95,7,0,1690289208867,131209402,9,0.000159,88364864,9,0.020589,1,"(0,0)",44,22,-10.5,23.5,-89,98.5,15,19,30.5
9771,12345678,195,7,0,1690289209867,131211757,9,5.5e-05,88366966,9,0.007179,1,"(0,0)",46,22,-10.5,23.5,-88,86,15,16,27
9771,12345678,295,8,0,1690289210867,131214128,9,1.9e-05,88368875,9,0.002781,1,"(0,0)",44,22,-10.5,23.5,-89,86,15,18,26.5
9771,12345678,395,7,0,1690289211867,131216499,9,7e-06,88370961,9,0.00097,1,"(0,0)",44,22,-10.5,23.5,-88,99.9,15,20,29
9771,12345678,495,8,0,1690289212867,131218870,9,2e-06,88373079,9,0.000338,1,"(0,0)",44,22,-10.5,23.5,-88,86,15,20,29
9771,12345678,595,7,0,1690289213867,131221008,9,1e-06,88375165,9,0.000118,1,"(0,0)",44,22,-10.5,23.5,-88,98,15,19,29
9771,12345678,695,7,0,1690289214867,131223379,9,0,88377283,9,4.1e-05,1,"(0,0)",44,22,-10.5,23.5,-88,86,15,18,27.5
9771,12345678,795,7,0,1690289215867,131225750,9,0,88379176,9,1.6e-05,1,"(0,0)",42,22,-10.5,23.5,-89,89,15,20,28
9771,12345678,895,8,0,1690289216867,131228121,9,0,88381278,9,6e-06,1,"(0,0)",42,22,-10.5,23.5,-88,89,15,18,30
9771,12345678,995,8,0,1690289217867,131230476,9,0,88383380,9,2e-06,1,"(0,0)",42,22,-10.5,23.5,-89,90.7,15,19,30
9771,12345678,71,8,0,1690289218867,131232630,9,0,88385482,9,1e-06,1,"(0,0)",42,22,-10.5,23.5,-89,89,15,19,29.5
9771,12345678,171,7,0,1690289219867,131235001,9,0,88387584,9,0,1,"(0,0)",42,22,-10.5,23.5,-89,90.7,15,20,31.5
9771,12345678,271,8,0,1690289220867,131237155,9,0,88389594,9,0,1,"(0,0)",44,22,-10.5,23.5,-89,89,15,21,30
9771,12345678,371,8,0,1690289221867,131239510,9,0,88391503,9,0,1,"(0,0)",46,22,-10.5,23.5,-90,90.7,15,18,31
9771,12345678,471,7,0,1690289222867,131241881,9,0,88393589,9,0,1,"(0,0)",48,22,-10.5,23.5,-88,96.7,15,18,28
9771,12345678,571,8,0,1690289223867,131244252,9,0,88395707,9,0,1,"(0,0)",48,22,-10.5,23.5,-86,86,15,19,27.5
9771,12345678,671,8,0,1690289224867,131246406,9,0,88397793,9,0,1,"(0,0)",48,22,-10.5,23.5,-86,98,15,20,28
9771,12345678,771,7,0,1690289225867,131248761,9,0,88399911,9,0,1,"(0,0)",48,22,-10.5,23.5,-86,86,15,18,29
9771,12345678,871,8,0,1690289226867,131261694,9,0,88411847,9,0,1,"(0,0)",42,22,-10.5,23.5,-86,86,15,23,29
9771,12345678,971,7,0,1690289227867,131328432,9,0,88423718,11,0,1,"(0,0)",44,22,-10.5,23.5,-88,86,15,19,29
9771,12345678,47,8,0,1690289228867,131332095,9,0,88426587,9,0,1,"(0,0)",44,22,-10.5,23.5,-88,86,15,19,28.5
9771,12345678,147,8,0,1690289229867,131336752,9,0,88430313,9,0,1,"(0,0)",44,22,-10.5,23.5,-87,98.5,15,20,30
9771,12345678,247,7,0,1690289230867,131339123,9,0,88432415,9,0,1,"(0,0)",44,22,-10.5,23.5,-87,89,15,21,29.5
9771,12345678,347,8,0,1690289231867,131341494,9,0,88434324,9,0,1,"(0,0)",44,22,-10.5,23.5,-87,90.7,15,22,33
9771,12345678,447,7,0,1690289232867,131343865,9,0,88436410,9,0,1,"(0,0)",37,22,-10.5,23.5,-88,102.3,15,26,29.5
9771,12345678,547,8,0,1690289233867,131371073,9,0,88451667,10,0,1,"(0,0)",48,22,-10.5,23.5,-90,95.5,15,20,38
9771,12345678,647,8,0,1690289234867,131380590,9,0,88462682,9,0,1,"(0,0)",44,22,-10.5,23.5,-88,86,15,18,28.5
9771,12345678,747,7,0,1690289235867,131432545,9,0,88481308,11,0,1,"(0,0)",44,22,-10.5,23.5,-88,89,15,22,30.5
9771,12345678,847,8,0,1690289236867,131476047,9,0,88499245,12,0,1,"(0,0)",48,22,-10.5,23.5,-88,99.4,15,24,25
9771,12345678,852,16,0,1690289237867,131476047,9,0,88499245,12,0,1,"(0,0)",48,22,-10.5,23.5,-88,99.4,15,24,25
140e,12345678,368,2,0,1690289594916,1451,9,0.081,542,9,0.0729,2,"(0,1)",41,22,missing,missing,-119,94.4,15,48,34.5
140e,12345678,468,2,0,1690289595916,61168,11,0.043191,16874,11,0.031381,2,"(0,1)",52,22,-10.5,23.5,-83,92.9,15,22,29
140e,12345678,568,2,0,1690289596916,133779,13,0.01506,55146,13,0.013509,2,"(0,1)",58,22,-10.5,23.5,-78,89,15,21,27
140e,12345678,668,2,0,1690289597916,140647,9,0.005251,56756,9,0.005233,2,"(0,0)",56,22,-10.5,23.5,-79,92.9,3,-6,35.5
140e,12345678,768,2,0,1690289598916,143417,0,0.535048,56756,6,0.524206,1,"(0,2)",56,22,-10.5,23.5,-79,120,7,-3,63.5
8440,12345678,868,2,0,1690289599916,14641,9,0.04783,5147,9,0.07033,2,"(0,1)",54,22,-10.5,23.5,-83,92.9,15,22,25.5
8440,12345678,968,2,0,1690289600916,90272,14,0.016677,28761,13,0.030275,2,"(0,1)",56,22,-10.5,23.5,-82,96.7,15,19,31
8440,12345678,44,2,0,1690289601916,100851,9,0.005815,31239,9,0.010556,2,"(0,1)",58,22,-10.5,23.5,-80,83.5,15,16,22.5
8440,12345678,144,2,0,1690289602916,125926,10,0.002028,36878,9,0.00409,2,"(0,1)",52,22,-10.5,23.5,-76,93.7,15,22,32.5
8440,12345678,244,2,0,1690289603916,178970,11,0.000707,58456,11,0.00176,2,"(0,1)",53,22,-10.5,23.5,-80,86,15,18,29
8440,12345678,344,2,0,1690289604916,280590,16,0.000247,75865,15,0.000682,2,"(0,1)",56,22,-10.5,23.5,-81,93.7,15,20,32
8440,12345678,444,2,0,1690289605916,335216,18,8.6e-05,82592,18,0.000264,2,"(0,1)",58,22,-10.5,23.5,-81,97.4,15,21,35.5
8440,12345678,544,2,0,1690289606916,397358,20,3e-05,92838,18,0.000102,2,"(0,1)",58,22,-10.5,23.5,-82,89,15,19,26
8440,12345678,643,16,0,1690289607916,423766,3,0.319521,98621,14,0.40955,2,"(0,1)",58,22,-10.5,23.5,-82,69.7,15,-2,13
e675,12345678,743,16,0,1690289608916,2704253,9,0.059049,48541,9,0.075014,2,"(0,1)",58,21,-10.5,23.5,-83,84.3,15,24,22.5
e675,12345678,843,16,0,1690289609916,14864050,17,0.022741,180138,14,0.032291,2,"(0,1)",57,21,-10.5,23.5,-83,90.7,15,21,28
e675,12345678,943,16,0,1690289610916,37527936,27,0.007929,394178,20,0.01251,2,"(0,0)",56,19,-10.5,23.5,-83,95.5,15,22,34
e675,12345678,19,16,0,1690289611916,64840736,27,0.00411,677480,24,0.037144,2,"(0,1)",62,19,-10.5,23.5,-86,95.5,15,22,34
